path,depth,use_bias,use_residual,seed,layer_index,grad_norm
sequential,10,false,true,1,11,0.1888784
sequential,10,true,true,1,1,9.392865
sequential,10,true,true,1,2,7.7370024
sequential,10,true,true,1,3,3.8182507
sequential,10,true,true,1,4,1.2775967
sequential,10,true,true,1,5,0.91831076
sequential,10,true,true,1,6,0.5550693
sequential,10,true,true,1,7,0.34721863
sequential,10,true,true,1,8,0.28018585
sequential,10,true,true,1,9,0.1933143
sequential,10,true,true,1,10,0.15328534
sequential,10,true,true,1,11,0.122651175
sequential,15,false,false,1,1,1746.7228
sequential,15,false,false,1,2,879.51733
sequential,15,false,false,1,3,508.41306
sequential,15,false,false,1,4,352.23938
sequential,15,false,false,1,5,121.65078
sequential,15,false,false,1,6,132.69644
sequential,15,false,false,1,7,178.1419
sequential,15,false,false,1,8,48.940586
sequential,15,false,false,1,9,17.573729
sequential,15,false,false,1,10,11.164943
sequential,15,false,false,1,11,2.9297636
sequential,15,false,false,1,12,2.1234767
sequential,15,false,false,1,13,1.4279732
sequential,15,false,false,1,14,1.0631893
sequential,15,false,false,1,15,0.60430825
sequential,15,false,false,1,16,0.32416838
sequential,15,true,false,1,1,8.269075
sequential,15,true,false,1,2,12.0656395
sequential,15,true,false,1,3,5.861994
sequential,15,true,false,1,4,5.9902453
sequential,15,true,false,1,5,3.967518
sequential,15,true,false,1,6,2.2736952
sequential,15,true,false,1,7,1.3955532
sequential,15,true,false,1,8,15.206416
sequential,15,true,false,1,9,3.4141726
sequential,15,true,false,1,10,1.6265807
sequential,15,true,false,1,11,0.7815828
sequential,15,true,false,1,12,0.4137072
sequential,15,true,false,1,13,0.34538952
sequential,15,true,false,1,14,0.31860074
sequential,15,true,false,1,15,0.27105567
sequential,15,true,false,1,16,0.2686949
sequential,15,false,true,1,1,147520.55
sequential,15,false,true,1,2,141709.0
sequential,15,false,true,1,3,12368.431
sequential,15,false,true,1,4,28247.184
sequential,15,false,true,1,5,3031.2627
sequential,15,false,true,1,6,1426.3243
sequential,15,false,true,1,7,751.1149
sequential,15,false,true,1,8,434.45856
sequential,15,false,true,1,9,250.63966
sequential,15,false,true,1,10,140.8938
sequential,15,false,true,1,11,54.986492
sequential,15,false,true,1,12,16.34879
sequential,15,false,true,1,13,4.270698
sequential,15,false,true,1,14,1.8753589
sequential,15,false,true,1,15,0.86023676
sequential,15,false,true,1,16,0.35327747
sequential,15,true,true,1,1,12.315919
sequential,15,true,true,1,2,9.820459
sequential,15,true,true,1,3,7.099865
sequential,15,true,true,1,4,5.6807218
sequential,15,true,true,1,5,3.782751
sequential,15,true,true,1,6,20.420952
sequential,15,true,true,1,7,1.737389
sequential,15,true,true,1,8,1.668897
sequential,15,true,true,1,9,0.612199
sequential,15,true,true,1,10,0.42703068
sequential,15,true,true,1,11,0.35217556
sequential,15,true,true,1,12,0.29230762
sequential,15,true,true,1,13,0.278257
