eps,omega_p,n_cycles,rep,cos,cos_l1,cos_l2,relerr_l1,steps
0.3,0.1,4,7,0.781166351198612,0.781166351198612,0.9214140869450734,0.6249448419898218,830
0.3,0.2,4,6,0.23168427337418662,0.23168427337418662,0.6939298340834851,1.0830546286738618,515
0.01,0.2,2,8,0.05336272640446155,0.08771820096416047,0.05336272640446155,12.806863168308645,389
0.003,0.05,1,6,0.17155512251795468,0.17155512251795468,0.6061022962711686,2.7437493639527752,702
0.003,0.2,4,7,-0.037851912981312325,-0.037851912981312325,0.016681277667235508,60.600531078469025,515
0.03,0.2,2,8,0.11579586583826249,0.11579586583826249,0.26278685523544465,4.297678379514405,389
0.1,0.05,4,1,0.975844159994697,0.975844159994697,0.981441888255895,0.2353042517255431,1455
0.03,0.01,1,6,0.945509979784699,0.9720359976943242,0.945509979784699,0.24541830755663013,2714
0.1,0.2,2,8,0.2053218671943538,0.2053218671943538,0.511425875990324,1.5054493063185845,389
0.01,0.2,4,7,-0.02499930600867379,-0.02499930600867379,0.16427740960807977,18.196471390204987,515
0.01,0.05,1,6,0.4399123547547646,0.4399123547547646,0.769240263648594,1.098234131391408,702
0.3,0.2,2,8,0.350218513009288,0.350218513009288,0.5615763015220244,0.9722627172110229,389
0.03,0.2,4,7,0.011861110380987108,0.011861110380987108,0.4872488483810964,6.111618446090049,515
0.003,0.1,1,1,0.032920723364189865,0.032920723364189865,0.15456603133978417,26.72918207202334,452
0.03,0.05,1,6,0.6180180873640656,0.6180180873640656,0.7986801573460914,0.7997309336902834,702
0.3,0.02,2,3,0.9951250962496633,0.9951250962496633,0.9952641679849918,0.10618452179492094,2084
0.003,0.1,4,8,-0.013337886875815991,0.07861195394506572,-0.013337886875815991,37.4505943468314,830
0.1,0.2,4,7,0.13770729107491336,0.13770729107491336,0.7719875502850451,1.982865841426745,515
0.3,0.05,4,1,0.9774313972151174,0.9774313972151174,0.9815471992265054,0.22975059393292502,1455
0.01,0.1,1,1,0.09312246699654109,0.09312246699654109,0.4215052115663469,8.05104622983,452
0.1,0.05,1,6,0.657180158830666,0.657180158830666,0.8044668497054105,0.7563214497086208,702
0.3,0.2,4,7,0.39499380634147785,0.39499380634147785,0.8195992307576401,0.9960602264286221,515
0.03,0.1,1,1,0.25461821853054195,0.25461821853054195,0.7629263874707266,2.7349203949297474,452
0.01,0.1,4,8,0.1002875228429058,0.1002875228429058,0.10975427644165839,11.20564127661072,830
0.1,0.01,2,8,0.962063812014638,0.9851795705619227,0.962063812014638,0.18641944529329896,3971
0.003,0.2,4,8,-0.03708528992422477,0.07397692490258297,-0.03708528992422477,53.469523170817226,515
0.1,0.1,1,1,0.6200790877937831,0.6200790877937831,0.9069074138418071,0.938148793805957,452
0.3,0.05,1,6,0.6591376489735079,0.6591376489735079,0.8051629069839044,0.7541161005786532,702
0.1,0.01,1,6,0.9435945207038444,0.9718519060472082,0.9435945207038444,0.24596786648680294,2714
0.3,0.1,1,1,0.8504804055841908,0.8504804055841908,0.9276243169955269,0.5268894642102223,452
0.01,0.2,4,8,0.031048953866790636,0.08194545588650826,0.031048953866790636,16.006091612974657,515
0.003,0.05,4,2,0.46470938917508714,0.46470938917508714,0.8487342151797481,1.4892625899546859,1455
0.003,0.05,1,7,0.3062666928543334,0.3062666928543334,0.8475384236821365,3.00970029549952,702
